PID,Process,DLL,LoadPath,HijackType,Technique,TechniqueName,Tactic,RiskScore,DLL_Indicator,Description
7036,RuntimeBroker.,cryptsp.dll,C:\\Windows\\SYSTEM32\\cryptsp.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'cryptsp.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\cryptsp.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'cryptsp.dll' loaded from 'C:\\Windows\\SYSTEM32\\cryptsp.dll' — expected C:\Windows\System32\cryptsp.dll. Process 'RuntimeBroker.' (PID=7036) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6940,svchost.exe,crypt32.dll,C:\\Windows\\System32\\CRYPT32.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'crypt32.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\CRYPT32.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'crypt32.dll' loaded from 'C:\\Windows\\System32\\CRYPT32.dll' — expected C:\Windows\System32\crypt32.dll. Process 'svchost.exe' (PID=6940) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
5584,SecurityHealth,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'SecurityHealth' (PID=5584) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
7252,svchost.exe,userenv.dll,c:\\windows\\system32\\USERENV.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'userenv.dll' NOT from System32 — loaded from non-System32 location: c:\\windows\\system32\\USERENV.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'userenv.dll' loaded from 'c:\\windows\\system32\\USERENV.dll' — expected C:\Windows\System32\userenv.dll. Process 'svchost.exe' (PID=7252) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
4524,RuntimeBroker.,crypt32.dll,C:\\Windows\\System32\\CRYPT32.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'crypt32.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\CRYPT32.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'crypt32.dll' loaded from 'C:\\Windows\\System32\\CRYPT32.dll' — expected C:\Windows\System32\crypt32.dll. Process 'RuntimeBroker.' (PID=4524) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
5792,svchost.exe,bcrypt.dll,C:\\Windows\\SYSTEM32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\SYSTEM32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=5792) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
5752,svchost.exe,sspicli.dll,C:\\Windows\\system32\\sspicli.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'sspicli.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\system32\\sspicli.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'sspicli.dll' loaded from 'C:\\Windows\\system32\\sspicli.dll' — expected C:\Windows\System32\sspicli.dll. Process 'svchost.exe' (PID=5752) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6904,svchost.exe,bcryptprimitives.dll,C:\\Windows\\System32\\bcryptPrimitives.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcryptprimitives.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcryptPrimitives.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcryptprimitives.dll' loaded from 'C:\\Windows\\System32\\bcryptPrimitives.dll' — expected C:\Windows\System32\bcryptprimitives.dll. Process 'svchost.exe' (PID=6904) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6036,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=6036) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6160,svchost.exe,bcrypt.dll,C:\\Windows\\System32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\System32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\System32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'svchost.exe' (PID=6160) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
5692,svchost.exe,profapi.dll,c:\\windows\\system32\\profapi.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'profapi.dll' NOT from System32 — loaded from non-System32 location: c:\\windows\\system32\\profapi.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'profapi.dll' loaded from 'c:\\windows\\system32\\profapi.dll' — expected C:\Windows\System32\profapi.dll. Process 'svchost.exe' (PID=5692) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6744,svchost.exe,sspicli.dll,c:\\windows\\system32\\SspiCli.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'sspicli.dll' NOT from System32 — loaded from non-System32 location: c:\\windows\\system32\\SspiCli.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'sspicli.dll' loaded from 'c:\\windows\\system32\\SspiCli.dll' — expected C:\Windows\System32\sspicli.dll. Process 'svchost.exe' (PID=6744) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
7156,ShellExperienc,cryptbase.dll,C:\\Windows\\SYSTEM32\\CRYPTBASE.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'cryptbase.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\CRYPTBASE.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'cryptbase.dll' loaded from 'C:\\Windows\\SYSTEM32\\CRYPTBASE.dll' — expected C:\Windows\System32\cryptbase.dll. Process 'ShellExperienc' (PID=7156) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
6516,SgrmBroker.exe,bcrypt.dll,C:\\Windows\\SYSTEM32\\bcrypt.dll,PROTECTED_DLL_WRONG_PATH,T1574.001,DLL Search Order Hijacking,Defense Evasion,55,Protected DLL 'bcrypt.dll' NOT from System32 — loaded from non-System32 location: C:\\Windows\\SYSTEM32\\bcrypt.dll,"T1574.001 DLL SEARCH ORDER HIJACKING: 'bcrypt.dll' loaded from 'C:\\Windows\\SYSTEM32\\bcrypt.dll' — expected C:\Windows\System32\bcrypt.dll. Process 'SgrmBroker.exe' (PID=6516) loaded this DLL from a non-System32 location first, bypassing the legitimate System32 copy. This is the standard DLL Search Order Hijacking technique."
